sample,PC1,PC2,assay,mouse_id,tissue,timepoint,project,batch,treatment,genotype,sex,sample_date,dob,dod,sample_weeks,age_at_end,age_at_start,age_at_sample,samtools.flagstat_total,samtools.mapped_passed,biotype_counts.percent_rRNA,dupradar.dupRadar_intercept,picard.PERCENT_DUPLICATION,qualimap.5_3_bias,qualimap.reads_aligned,rseqc.proper_pairs_percent,salmon.percent_mapped,salmon.num_mapped,samtools.error_rate,samtools.non_primary_alignments,samtools.reads_mapped,samtools.reads_properly_paired_percent,samtools.reads_MQ0_percent,samtools.raw_total_sequences,star.uniquely_mapped_percent,star.uniquely_mapped,fastqc_raw.percent_duplicates,fastqc_raw.percent_gc,fastqc_raw.percent_fails,fastqc_raw.total_sequences,fastqc_trimmed.percent_duplicates,fastqc_trimmed.percent_gc,fastqc_trimmed.avg_sequence_length,fastqc_trimmed.percent_fails,fastqc_trimmed.total_sequences,myeloid,CML_space,myeloid_class,state_class,time_class,Group,HSA_ABL1_gene,HSA_BCR_ABL1_gene,HSA_BCR_gene,HSA_MYH11_gene,state_chr,myeloid_chr,old.state_class,rx_class,state_rx,group_name
COHP_46980,0.090564054,0.101939818,mRNA,502,PBMC,14,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,4/13/21,10/21/20,5/3/21,14,26.9,10.9,24.9,166932517,166932517,0.488868477,0.091644,0.46448,1.06,57971599,35.42019198,78.4881466,48571202,0.002630263,50931931,116000586,99.95052784,2.193625125,116000586,73.28,45349303,72.58961824,52.5,9.090909091,62009886,72.05325949,52.5,98.63769605,9.090909091,61883487,NA,-120.0284666,NA,2,NA,D,21.063762,17.240786,8.936328,0,c3,NA,2,D.post,D.post,TKI
COHP_46981,0.021381066,0.12625054,mRNA,502,PBMC,15,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,4/20/21,10/21/20,5/3/21,15,26.9,10.9,25.9,125113911,125113911,0.929976561,0.074486521,0.42069,1.05,40785082,36.11342467,69.062673,30641532,0.002526336,43493271,81620640,99.9381578,2.958324022,81620640,69.7,30925997,64.7856841,53,9.090909091,44495386,64.33260345,53,98.72742308,13.63636364,44367718,NA,-103.7423181,NA,2,NA,D,18.274582,14.173148,8.902775,0,c3,NA,2,D.post,D.post,TKI
COHP_46982,0.032362892,0.182181084,mRNA,502,PBMC,16,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,4/27/21,10/21/20,5/3/21,16,26.9,10.9,26.9,171897540,171897540,0.472586877,0.066476705,0.459341,1,49618886,29.81315498,71.78855343,38622549,0.002316232,72583417,99314123,99.92312171,4.993561691,99314123,66.02,35517273,66.87105776,52,9.090909091,53988604,66.43035466,52,98.52955517,13.63636364,53800428,NA,-89.41400598,NA,1,NA,D,19.397712,21.145336,8.805217,0,c2,NA,2,D.post,D.post,TKI
COHP_46983,-0.068875709,-0.0546452,mRNA,512,PBMC,0,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/5/21,10/23/20,4/28/21,0,26.6,10.6,10.6,161160831,161160831,0.160103466,0.076350402,0.461255,1.05,47913199,30.57693466,68.36790981,34434967,0.002461891,65280644,95880187,99.94389978,4.072355428,95880187,68.33,34417781,63.44250881,51,9.090909091,50484874,63.11328651,51,98.77553002,13.63636364,50367149,NA,30.78787755,NA,0,NA,D,0.045678,0,0.014933,0,c1,NA,0,D.pre,c1,TKI
COHP_46984,0.041698602,0.050600935,mRNA,512,PBMC,1,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/12/21,10/23/20,4/28/21,1,26.6,10.6,11.6,177988208,177988208,0.178926716,0.076769748,0.461287,1.04,55783693,32.19659586,75.36143863,44315150,0.002317845,66388859,111599349,99.97135915,3.670441662,111599349,71.17,41849084,68.98269168,51.5,9.090909091,58918418,68.51287803,51.5,98.70183279,13.63636364,58803482,NA,-43.46514131,NA,1,NA,D,1.059153,2.140473,0.3815,0,c2,NA,0,D.pre,c2,TKI
COHP_46985,0.117188372,-0.037733067,mRNA,512,PBMC,2,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/19/21,10/23/20,4/28/21,2,26.6,10.6,12.6,151004263,151004263,0.149334391,0.087351523,0.381118,1.06,57472507,45.15056108,67.83343456,40913287,0.002545512,36023666,114980597,99.96905304,1.33157684,114980597,79.94,48213547,63.21386131,51,9.090909091,60402355,62.78616748,51,98.81586173,13.63636364,60314338,NA,-64.18002226,NA,1,NA,D,0.540874,0,0.287912,0,c2,NA,0,D.pre,c2,TKI
COHP_46986,0.1202541,-0.033406348,mRNA,512,PBMC,3,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/26/21,10/23/20,4/28/21,3,26.6,10.6,13.6,151201367,151201367,0.279852508,0.069875118,0.386555,1.03,54644873,42.41317871,67.17234415,38755798,0.002695356,41880267,109321100,99.97131935,2.066610197,109321100,77.15,44512271,63.247772,51,9.090909091,57772519,62.58219641,51,98.39749872,13.63636364,57696063,NA,-61.17162816,NA,1,NA,D,0.797874,0,0.437256,0,c2,NA,0,D.pre,c2,TKI
COHP_46987,0.079597024,0.112556767,mRNA,512,PBMC,4,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/2/21,10/23/20,4/28/21,4,26.6,10.6,14.6,185526085,185526085,0.364569955,0.08252279,0.441812,1.05,60180588,34.63034753,71.14747645,45461653,0.00237209,65121313,120404772,99.96379213,3.330390427,120404772,72.25,46164719,67.50021623,52,9.090909091,64008872,67.07256286,52,98.79273799,13.63636364,63897773,NA,-63.19047717,NA,1,NA,D,1.304085,2.028399,0.595689,0,c2,NA,0,D.pre,c2,TKI
COHP_46988,0.142250687,0.040898179,mRNA,512,PBMC,5,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/9/21,10/23/20,4/28/21,5,26.6,10.6,15.6,176805483,176805483,0.33401593,0.099197156,0.429926,1.06,61950566,38.25042236,69.47331695,45368486,0.002539351,52861901,123943582,99.96575055,2.256600911,123943582,75.87,49545259,66.4391604,52,9.090909091,65407460,65.99874121,52,98.7784352,13.63636364,65303469,NA,-72.54757351,NA,1,NA,D,1.980605,1.699122,0.999328,0,c2,NA,0,D.pre,c2,TKI
COHP_46989,0.109179679,0.14045286,mRNA,512,PBMC,6,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/16/21,10/23/20,4/28/21,6,26.6,10.6,16.6,187745877,187745877,0.583490677,0.10978979,0.478411,1.05,61842954,32.74789678,74.37942015,49581947,0.002692995,63983294,123762583,99.9380467,3.052307013,123762583,71.25,47497533,70.76801489,53,9.090909091,66883227,70.28222233,53,98.64643685,9.090909091,66660841,NA,-91.36856191,NA,1,NA,D,5.702904,7.590837,2.629382,0,c2,NA,1,D.pre,c2,TKI
COHP_46990,0.040815415,0.171660818,mRNA,512,PBMC,7,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/23/21,10/23/20,4/28/21,7,26.6,10.6,17.6,238318458,238318458,0.932355593,0.115527449,0.549385,1.04,71267217,25.64124513,75.7817334,58714423,0.002521351,95728879,142589579,99.96132607,3.823061992,142589579,65.77,50957068,75.52064196,54,9.090909091,77622157,74.98745947,54,98.50214663,9.090909091,77478332,NA,-63.53282976,NA,1,NA,D,7.066774,4.875058,3.232601,0,c2,NA,1,NA,c2,TKI
COHP_46991,-0.004287124,0.104507303,mRNA,512,PBMC,8,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/2/21,10/23/20,4/28/21,8,26.6,10.6,18.6,183221947,183221947,0.17619408,0.113261139,0.539192,1.03,57428852,27.38629669,79.64871076,48631913,0.002399242,68308378,114913569,99.9513852,3.446436339,114913569,68.12,41594394,75.70639027,53,9.090909091,61188375,75.3039327,53,98.76638953,9.090909091,61058004,NA,-50.13451816,NA,1,NA,D,2.089481,1.956221,0.87567,0,c2,NA,1,D.Rx,D.Rx,TKI
COHP_46992,0.139270081,0.013944352,mRNA,512,PBMC,9,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/9/21,10/23/20,4/28/21,9,26.6,10.6,19.6,142495392,142495392,0.294053644,0.081175852,0.370032,1.03,54820746,46.53841719,62.85926596,36374630,0.002658771,32813257,109682135,99.96294474,1.179665221,109682135,80.22,46419156,60.99640311,51,9.090909091,57955238,60.53274119,51.5,98.7756293,13.63636364,57866775,NA,-57.52887584,NA,1,NA,D,8.556025,7.648754,3.972747,0,c2,NA,1,D.Rx,D.Rx,TKI
COHP_46993,0.130273153,0.085111244,mRNA,512,PBMC,10,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/16/21,10/23/20,4/28/21,10,26.6,10.6,20.6,130510262,130510262,0.239906097,0.099339714,0.418745,1,50010966,42.52895148,76.55900525,40408532,0.002429484,30443841,100066421,99.95554053,1.286284637,100066421,79.18,41791900,68.99483408,51.5,13.63636364,52886114,68.55215364,51.5,98.80783554,13.63636364,52780900,NA,-71.78404989,NA,1,NA,D,11.722872,9.81988,4.96827,0,c2,NA,1,D.Rx,D.Rx,TKI
COHP_46994,0.145240648,0.050972861,mRNA,512,PBMC,11,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/23/21,10/23/20,4/28/21,11,26.6,10.6,21.6,159523053,159523053,0.342759723,0.108198368,0.385439,1.01,66943634,49.68640489,70.92291761,50380008,0.002532896,25594971,133928082,99.96952544,0.825144349,133928082,83.95,59634282,67.57810959,51,13.63636364,71127027,67.0790239,51,98.7476883,13.63636364,71034878,NA,-133.5732614,NA,2,NA,D,8.42961,10.512575,3.410429,0,c3,NA,1,D.post,D.post,TKI
COHP_46995,0.167526619,0.054709964,mRNA,512,PBMC,12,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/30/21,10/23/20,4/28/21,12,26.6,10.6,22.6,166495484,166495484,0.418352913,0.112165109,0.393358,1.04,66020453,46.19171533,67.88994597,47543431,0.002656586,34385560,132109924,99.94775714,1.19049497,132109924,81.42,57021866,65.49546589,51,9.090909091,70166691,65.06222811,51,98.87327782,13.63636364,70030150,NA,-119.7697166,NA,2,NA,D,8.107924,10.756877,3.567814,0,c3,NA,2,D.post,D.post,TKI
COHP_46996,0.004526219,0.081772135,mRNA,512,PBMC,13,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,4/6/21,10/23/20,4/28/21,13,26.6,10.6,23.6,200866140,200866140,0.516007775,0.095263835,0.516996,1.07,58773666,26.88076646,77.20510052,48371456,0.002439784,83261205,117604935,99.95101991,4.629337196,117604935,66.35,41572155,72.84910449,52.5,9.090909091,62778359,72.46428841,53,98.77913944,13.63636364,62653187,NA,-79.03867616,NA,1,NA,D,5.138575,4.59382,2.210649,0,c2,NA,2,D.post,D.post,TKI
COHP_46997,0.094573551,0.095357945,mRNA,512,PBMC,14,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,4/13/21,10/23/20,4/28/21,14,26.6,10.6,24.6,165897276,165897276,0.407297671,0.102977854,0.449716,1.06,59894889,37.94998659,75.80975818,48601194,0.002570804,46062417,119834859,99.96238073,1.766794752,119834859,74.75,47919435,70.85752921,52.5,9.090909091,64226016,70.41923587,52.5,98.85456236,9.090909091,64109417,NA,-126.7661267,NA,2,NA,D,5.940985,3.566928,2.64181,0,c3,NA,2,D.post,D.post,TKI
COHP_46998,-0.030913997,0.073633894,mRNA,512,PBMC,15,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,4/20/21,10/23/20,4/28/21,15,26.6,10.6,25.6,133911692,133911692,1.344272712,0.144787495,0.551601,1.05,41156243,26.11732514,73.81738428,33858219,0.002698092,51548627,82363065,99.93859019,3.508822796,82363065,63.29,29031587,74.95965736,55,22.72727273,46071401,74.56230101,55,98.63392692,22.72727273,45867541,NA,-107.9309753,NA,2,NA,D,12.285707,13.767197,5.349856,0,c3,NA,2,D.post,D.post,TKI
COHP_46999,0.077215689,0.109067602,mRNA,512,PBMC,16,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,4/27/21,10/23/20,4/28/21,16,26.6,10.6,26.6,150034860,150034860,0.883334381,0.078651089,0.371716,1.04,57834312,46.65300184,58.43497467,37863369,0.002890305,34291019,115743841,99.93501425,1.189935454,115743841,75.64,49011775,62.91189534,53,13.63636364,64964481,62.55562246,53,98.82751733,18.18181818,64795731,NA,-136.8526765,NA,2,NA,D,11.528057,13.35274,5.715977,0.002213,c3,NA,2,D.post,D.post,TKI
COHP_47000,-0.080154194,0.001391307,mRNA,507,PBMC,0,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/5/21,10/21/20,4/27/21,0,26.9,10.9,10.9,199591292,199591292,0.500919129,0.176174722,0.638257,1.04,49406562,16.92423936,74.63566564,39381862,0.002275553,100732086,98859206,99.95338623,7.078411089,98859206,57.42,30298834,75.28043153,52.5,18.18181818,52878076,75.00131961,52.5,98.72751621,22.72727273,52765473,NA,83.45465923,NA,0,NA,D,0.037775,0,0.017545,0,c1,NA,0,D.pre,c1,TKI
COHP_47001,-0.018718212,0.058611094,mRNA,507,PBMC,1,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/12/21,10/21/20,4/27/21,1,26.9,10.9,11.9,224783561,224783561,0.307044288,0.123701551,0.537118,1,66067035,25.89318887,76.51668674,53376834,0.002133785,92590481,132193080,99.95536075,4.27896377,132193080,67.23,46898252,73.4639086,52,9.090909091,69881423,72.92369498,52,98.46189738,13.63636364,69758423,NA,-5.485476755,NA,0,NA,D,1.17409,1.167268,0.677,0,c1,NA,0,D.pre,c1,TKI
COHP_47002,0.068709579,0.037581681,mRNA,507,PBMC,2,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/19/21,10/21/20,4/27/21,2,26.9,10.9,12.9,148761267,148761267,0.168125193,0.141965289,0.450165,1.02,54284709,38.35678813,69.68593314,40379615,0.002336438,40129236,108632031,99.9423623,1.754653745,108632031,76.34,44232589,67.94869262,52,9.090909091,58073178,67.6078991,52,98.93676026,9.090909091,57945145,NA,-38.73293608,NA,1,NA,D,1.14361,0,0.449385,0.002171,c2,NA,0,D.pre,c2,TKI
COHP_47003,-0.040650393,0.067914977,mRNA,507,PBMC,3,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/26/21,10/21/20,4/27/21,3,26.9,10.9,13.9,192034783,192034783,0.25023766,0.09485317,0.534226,1.03,54654739,25.20557539,74.47275273,43964647,0.002135716,82687181,109347602,99.96513504,4.944695541,109347602,63.49,37481002,72.90060834,52,9.090909091,59117439,72.56968746,52.5,98.88498996,13.63636364,59034540,NA,-28.69695909,NA,0,NA,D,3.83473,2.358031,1.484048,0,c1,NA,0,D.pre,c1,TKI
COHP_47004,-0.004623006,0.059442746,mRNA,507,PBMC,4,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/2/21,10/21/20,4/27/21,4,26.9,10.9,14.9,159744508,159744508,0.449650295,0.091708969,0.488072,1.04,51174900,31.16452805,77.49493815,42323442,0.002375791,57342702,102401806,99.94921379,3.425353651,102401806,69.39,37894264,72.2339892,53,9.090909091,54747786,71.86972634,53,98.80879577,9.090909091,54614460,NA,-64.49984796,NA,1,NA,D,6.791321,5.916041,2.792141,0,c2,NA,0,D.pre,c2,TKI
COHP_47005,0.143455003,0.050536352,mRNA,507,PBMC,5,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/9/21,10/21/20,4/27/21,5,26.9,10.9,15.9,137773423,137773423,0.487155127,0.100843018,0.40699,1.07,51705662,42.63430691,67.42121937,37497340,0.002688687,34313358,103460065,99.95288907,1.509182311,103460065,77.16,42915839,65.74314588,53,9.090909091,55727554,65.38320502,53,98.90070532,9.090909091,55616526,NA,-81.41462518,NA,1,NA,D,12.929826,11.267126,5.233006,0,c2,NA,0,D.pre,c2,TKI
COHP_47006,0.136681991,0.158359088,mRNA,507,PBMC,6,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/16/21,10/21/20,4/27/21,6,26.9,10.9,16.9,143865793,143865793,0.674414742,0.118304343,0.446128,1.05,54067708,39.72408924,75.58384582,44045366,0.002549598,35677508,108188285,99.95113242,1.376257143,108188285,76.52,44590337,71.91226707,53,9.090909091,58382847,71.42086257,53,98.78353196,9.090909091,58273518,NA,-104.7448997,NA,2,NA,D,33.378978,36.040037,13.87349,0,c3,NA,1,D.pre,c3,TKI
COHP_47007,0.052865013,0.070995579,mRNA,507,PBMC,7,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/23/21,10/21/20,4/27/21,7,26.9,10.9,17.9,131983076,131983076,0.353614001,0.077888766,0.408031,1.02,47109807,40.40625784,68.85727357,34940278,0.002677869,37687936,94295140,99.91990467,2.020697991,94295140,74.87,37991071,65.37142747,52,9.090909091,50905932,64.97479561,52.5,98.77563542,13.63636364,50743046,NA,-48.99754803,NA,1,NA,D,24.105656,30.214954,10.001644,0,c2,NA,1,NA,c2,TKI
COHP_47008,-0.033657731,0.05497413,mRNA,507,PBMC,8,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/2/21,10/21/20,4/27/21,8,26.9,10.9,18.9,150028080,150028080,0.28808594,0.096466263,0.522034,1.01,46883101,28.2839839,78.33293295,39079607,0.002375876,56222954,93805126,99.95850547,3.261346294,93805126,67.73,33790021,73.92039808,52.5,13.63636364,49976219,73.41196823,52.5,98.59770469,18.18181818,49889115,NA,-23.47787547,NA,0,NA,D,4.75276,3.516366,2.241706,0,c1,NA,1,D.Rx,D.Rx,TKI
COHP_47009,0.066661963,0.165335803,mRNA,507,PBMC,9,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/9/21,10/21/20,4/27/21,9,26.9,10.9,19.9,156347347,156347347,0.266721148,0.086193174,0.451544,1.04,55260196,36.97354583,77.02129223,45016047,0.002399748,45763050,110584297,99.94221151,2.047561057,110584297,75.58,44174042,71.00815331,52,9.090909091,58597810,70.53450732,52,98.70555117,9.090909091,58446237,NA,-43.30943325,NA,1,NA,D,20.506914,16.512202,9.072442,0,c2,NA,1,D.Rx,D.Rx,TKI
COHP_47010,0.064729921,0.096382347,mRNA,507,PBMC,10,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/16/21,10/21/20,4/27/21,10,26.9,10.9,20.9,166986391,166986391,0.208272208,0.093400251,0.506107,1.03,53788671,30.24972017,77.08210578,44537468,0.002365748,59364388,107622003,99.95850198,3.412866233,107622003,70.58,40778051,74.14245493,54,9.090909091,57906533,73.24285909,54,97.78882131,9.090909091,57779257,NA,-47.10048531,NA,1,NA,D,20.756245,20.971688,9.694667,0.002179,c2,NA,1,D.Rx,D.Rx,TKI
COHP_47011,0.149468213,0.058848085,mRNA,507,PBMC,11,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/23/21,10/21/20,4/27/21,11,26.9,10.9,21.9,116482738,116482738,0.255163406,0.090445236,0.336711,1.01,49263381,54.10218809,62.42631054,32893395,0.00275891,17898585,98584153,99.94178476,0.745026434,98584153,83.95,44235395,60.37718092,52,9.090909091,52809085,59.78341169,52,98.55810002,13.63636364,52691557,NA,-110.0748177,NA,2,NA,D,25.174154,24.554775,11.795891,0,c3,NA,1,D.post,D.post,TKI
COHP_47012,0.068365123,0.10430042,mRNA,507,PBMC,12,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/30/21,10/21/20,4/27/21,12,26.9,10.9,22.9,229660747,229660747,0.911314022,0.150775467,0.557962,1.06,71625856,26.1926667,79.78459286,61697002,0.002532039,86340062,143320685,99.95187506,3.653631016,143320685,67.95,52545945,77.88279426,54,9.090909091,77504654,77.39247589,54,98.60888719,9.090909091,77329469,NA,-115.553318,NA,2,NA,D,33.947877,30.486707,14.726012,0,c3,NA,2,D.post,D.post,TKI
COHP_47013,0.128807789,0.147702844,mRNA,507,PBMC,13,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,4/6/21,10/21/20,4/27/21,13,26.9,10.9,23.9,147532889,147532889,0.306851645,0.095267525,0.423382,1.05,54910622,41.04110372,77.02676741,44973621,0.002404855,37663571,109869318,99.95624438,1.630467935,109869318,77.39,45183578,70.30081707,52,9.090909091,58503616,69.9170558,52,98.91131485,9.090909091,58387003,NA,-124.6051903,NA,2,NA,D,26.038145,20.25459,11.485872,0,c3,NA,2,D.post,D.post,TKI
COHP_47014,0.061830347,0.121678084,mRNA,507,PBMC,14,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,4/13/21,10/21/20,4/27/21,14,26.9,10.9,24.9,162334655,162334655,0.351752678,0.120957751,0.490446,1.05,57014292,34.06769676,80.27620079,49037923,0.002362672,48257475,114077180,99.95740077,2.442334216,114077180,74.39,45441662,75.20058664,52.5,9.090909091,61201972,74.77667613,53,98.85530036,9.090909091,61086502,NA,-117.2897215,NA,2,NA,D,35.959657,28.394344,15.712455,0,c3,NA,2,D.post,D.post,TKI
COHP_47015,0.026725349,0.101693861,mRNA,507,PBMC,15,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,4/20/21,10/21/20,4/27/21,15,26.9,10.9,25.9,143563213,143563213,0.46968427,0.092064264,0.435922,1.03,50073756,37.60880024,73.73828272,39898939,0.002390747,43356407,100206806,99.94082837,2.124699993,100206806,72.54,39250734,69.22696554,52.5,9.090909091,54234489,68.80936914,53,98.78889745,13.63636364,54108853,NA,-123.9984961,NA,2,NA,D,20.221366,21.667702,8.380535,0.00213,c3,NA,2,D.post,D.post,TKI
COHP_47016,0.042820633,0.009200122,mRNA,507,PBMC,16,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,4/27/21,10/21/20,4/27/21,16,26.9,10.9,26.9,134742546,134742546,0.797080702,0.073427035,0.394464,1.06,46516209,40.06819494,62.7605585,32304645,0.00277747,41636290,93106256,99.92069491,2.097746257,93106256,71.86,36986294,61.9362216,52.5,9.090909091,51662421,61.62869221,52.5,98.86162562,13.63636364,51472845,NA,-106.9630154,NA,2,NA,D,7.49669,8.670907,3.612282,0,c3,NA,2,D.post,D.post,TKI
COHP_47017,-0.061562815,0.039082702,mRNA,508,PBMC,0,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/5/21,10/21/20,4/2/21,0,22.9,10.9,10.9,214902296,214902296,0.335668921,0.143743448,0.592587,1.07,56291413,20.22944417,72.923765,44282273,0.002350355,102264463,112637833,99.95116472,6.003620471,112637833,59.33,36029628,73.96461829,53,9.090909091,60847642,73.63923843,53.5,98.79080576,13.63636364,60724063,NA,5.606644687,NA,0,NA,D,0.917772,0.792032,0.388276,0,c1,NA,0,D.pre,c1,TKI
COHP_47018,-0.044260001,0.053231812,mRNA,508,PBMC,1,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/12/21,10/21/20,4/2/21,1,22.9,10.9,11.9,171635882,171635882,0.192827821,0.076309826,0.482418,1.01,51351141,29.51016035,74.00099376,39945046,0.002297681,68881059,102754823,99.94886761,4.274727815,102754823,68.54,36998405,68.24449926,51,9.090909091,54091102,67.75950155,51.5,98.45409558,13.63636364,53979067,NA,1.991911388,NA,0,NA,D,0.712516,0.370827,0.373404,0,c1,NA,0,D.pre,c1,TKI
COHP_47019,0.191935133,0.139545385,mRNA,508,PBMC,2,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/19/21,10/21/20,4/2/21,2,22.9,10.9,12.9,123928224,123928224,0.245681387,0.136104543,0.379322,1.07,51489298,49.50795228,65.43477936,35561089,0.002662844,20899916,103028308,99.95174918,0.783248814,103028308,84.08,45693167,62.49871675,51,9.090909091,54463627,62.08048763,51,98.86076343,13.63636364,54345853,NA,-66.83341866,NA,1,NA,D,3.297586,4.240933,1.38212,0,c2,NA,0,D.pre,c2,TKI
COHP_47020,-0.057172071,0.051721354,mRNA,508,PBMC,3,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/26/21,10/21/20,4/2/21,3,22.9,10.9,13.9,240976409,240976409,1.084469374,0.189334208,0.677263,1.03,57406543,14.47831186,76.25904615,48385651,0.002414521,126120880,114855529,99.96304662,7.931148878,114855529,53.34,33846278,80.29578121,54.5,22.72727273,63559688,79.92680065,54.5,98.58677138,27.27272727,63449064,NA,-22.30653873,NA,0,NA,D,1.390889,1.644106,0.662038,0,c1,NA,0,D.pre,c1,TKI
COHP_47021,-0.00999315,0.070441252,mRNA,508,PBMC,4,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/2/21,10/21/20,4/2/21,4,22.9,10.9,14.9,154698019,154698019,0.609713773,0.19716333,0.569707,1.06,48322996,25.51557173,71.51914215,37929469,0.002753193,57990053,96707966,99.93591634,3.293274724,96707966,66.01,35009598,74.56593587,54,13.63636364,53177320,74.18254477,54,98.70532175,13.63636364,53034010,NA,-72.64872805,NA,1,NA,D,5.115608,7.219669,2.331128,0,c2,NA,0,D.pre,c2,TKI
COHP_47022,0.139319353,0.057216083,mRNA,508,PBMC,5,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/9/21,10/21/20,4/2/21,5,22.9,10.9,15.9,140712035,140712035,0.239841585,0.092679788,0.405459,1.05,51394435,41.5856213,68.57241824,37455136,0.002651205,37867993,102844042,99.94635372,1.759164619,102844042,76.83,41965088,64.1609765,51.5,9.090909091,54750283,63.77659355,51.5,98.85441813,13.63636364,54621285,NA,-67.90776715,NA,1,NA,D,10.94994,8.279809,4.784217,0,c2,NA,0,D.pre,c2,TKI
